TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -133.20  126.22  106.62  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
  114.96  115.89 -109.87   0.0016500
TEXTURE AT STRAIN =    0.3500
   1.019   1.088   0.901  <-- length of phase ellipsoid axes
  136.64    6.78 -110.75  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
  114.90  116.56 -109.08   0.0016500
